NODE: 69 	 0.101408 	 85 	 85 	 1 	 4 	 6.1014 	 1 
NODE: 8 	 0.101408 	 85 	 85 	 1 	 4 	 6.1014 	 1 
NODE: 96 	 0.105310 	 85 	 8 	 7 	 4 	 6.1053 	 1 
NODE: 85 	 0.107013 	 69 	 69 	 5 	 4 	 10.1070 	 1 
NODE: 77 	 2.477149 	 85 	 85 	 1 	 8 	 8.4771 	 1 
NODE: 96 	 2.481187 	 85 	 77 	 6 	 8 	 8.4812 	 1 
NODE: 77 	 2.497349 	 85 	 85 	 1 	 10 	 8.4973 	 1 
NODE: 96 	 2.504981 	 85 	 77 	 8 	 10 	 8.5050 	 1 
NODE: 77 	 2.583205 	 85 	 85 	 1 	 12 	 8.5832 	 1 
NODE: 96 	 2.590251 	 85 	 77 	 9 	 12 	 8.5903 	 1 
NODE: 77 	 2.755157 	 85 	 85 	 1 	 14 	 8.7552 	 1 
NODE: 96 	 2.758385 	 85 	 77 	 10 	 14 	 8.7584 	 1 
NODE: 60 	 2.765830 	 85 	 96 	 1 	 14 	 8.7658 	 1 
NODE: 86 	 2.771520 	 85 	 60 	 8 	 14 	 8.7715 	 1 
NODE: 77 	 3.009169 	 85 	 85 	 1 	 16 	 9.0092 	 1 
NODE: 96 	 3.018267 	 85 	 77 	 1 	 16 	 9.0183 	 1 
NODE: 60 	 3.027516 	 85 	 96 	 10 	 16 	 9.0275 	 1 
