NODE: 16 	 0.101408 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 6 	 0.101408 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 34 	 0.101408 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 80 	 0.101408 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 45 	 0.101409 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 2 	 0.101409 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 23 	 0.101409 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 58 	 0.101409 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 98 	 0.101409 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 47 	 0.101409 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 10 	 0.101409 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 60 	 0.101409 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 54 	 0.101409 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 57 	 0.101409 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 87 	 0.101410 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 67 	 0.101410 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 21 	 0.101410 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 61 	 0.101410 	 22 	 22 	 1 	 4 	 6.1014 	 1 
NODE: 71 	 0.103576 	 22 	 6 	 7 	 4 	 6.1036 	 1 
NODE: 53 	 0.103576 	 22 	 6 	 7 	 4 	 6.1036 	 1 
NODE: 27 	 0.103577 	 22 	 6 	 7 	 4 	 6.1036 	 1 
NODE: 70 	 0.104516 	 22 	 54 	 1 	 4 	 6.1045 	 1 
NODE: 75 	 0.104687 	 22 	 61 	 7 	 4 	 6.1047 	 1 
NODE: 50 	 0.104687 	 22 	 61 	 7 	 4 	 6.1047 	 1 
NODE: 24 	 0.104687 	 22 	 61 	 7 	 4 	 6.1047 	 1 
NODE: 72 	 0.104688 	 22 	 61 	 7 	 4 	 6.1047 	 1 
NODE: 28 	 0.107412 	 22 	 21 	 1 	 4 	 6.1074 	 1 
NODE: 79 	 0.107412 	 22 	 21 	 1 	 4 	 6.1074 	 1 
NODE: 90 	 0.107412 	 22 	 21 	 1 	 4 	 6.1074 	 1 
NODE: 49 	 0.107412 	 22 	 21 	 1 	 4 	 6.1074 	 1 
NODE: 5 	 0.107412 	 22 	 21 	 1 	 4 	 6.1074 	 1 
NODE: 83 	 0.107412 	 22 	 21 	 1 	 4 	 6.1074 	 1 
NODE: 14 	 0.107413 	 22 	 21 	 1 	 4 	 6.1074 	 1 
NODE: 19 	 0.107413 	 22 	 21 	 1 	 4 	 6.1074 	 1 
NODE: 12 	 0.107413 	 22 	 21 	 1 	 4 	 6.1074 	 1 
NODE: 91 	 0.107413 	 22 	 21 	 1 	 4 	 6.1074 	 1 
NODE: 7 	 0.107852 	 22 	 53 	 7 	 4 	 6.1079 	 1 
NODE: 77 	 0.107852 	 22 	 53 	 7 	 4 	 6.1079 	 1 
NODE: 26 	 0.107853 	 22 	 53 	 7 	 4 	 6.1079 	 1 
NODE: 74 	 0.107853 	 22 	 53 	 7 	 4 	 6.1079 	 1 
NODE: 40 	 0.107853 	 22 	 53 	 7 	 4 	 6.1079 	 1 
NODE: 18 	 0.107853 	 22 	 53 	 7 	 4 	 6.1079 	 1 
NODE: 99 	 0.107853 	 22 	 53 	 7 	 4 	 6.1079 	 1 
NODE: 3 	 0.109383 	 22 	 74 	 3 	 4 	 6.1094 	 1 
NODE: 96 	 0.109383 	 22 	 74 	 3 	 4 	 6.1094 	 1 
NODE: 97 	 0.109383 	 22 	 74 	 3 	 4 	 6.1094 	 1 
NODE: 94 	 0.109383 	 22 	 74 	 3 	 4 	 6.1094 	 1 
NODE: 37 	 0.109383 	 22 	 74 	 3 	 4 	 6.1094 	 1 
NODE: 11 	 0.109383 	 22 	 74 	 3 	 4 	 6.1094 	 1 
