NODE: 69 	 0.101408 	 85 	 85 	 1 	 4 	 6.1014 	 1 
NODE: 8 	 0.101408 	 85 	 85 	 1 	 4 	 6.1014 	 1 
NODE: 96 	 0.101409 	 85 	 85 	 1 	 4 	 6.1014 	 1 
NODE: 77 	 0.102500 	 85 	 8 	 7 	 4 	 6.1025 	 1 
NODE: 86 	 0.103558 	 85 	 96 	 8 	 4 	 6.1036 	 1 
NODE: 62 	 0.103559 	 85 	 96 	 8 	 4 	 6.1036 	 1 
NODE: 65 	 0.105095 	 85 	 62 	 6 	 4 	 6.1051 	 1 
NODE: 2 	 0.105095 	 85 	 62 	 6 	 4 	 6.1051 	 1 
NODE: 7 	 0.105096 	 85 	 62 	 6 	 4 	 6.1051 	 1 
NODE: 6 	 0.106469 	 85 	 86 	 4 	 4 	 6.1065 	 1 
NODE: 85 	 0.107555 	 69 	 69 	 2 	 4 	 10.1076 	 1 
NODE: 53 	 0.112380 	 85 	 6 	 2 	 4 	 6.1124 	 1 
NODE: 60 	 0.122578 	 85 	 53 	 8 	 4 	 6.1226 	 1 
NODE: 98 	 0.122579 	 85 	 53 	 8 	 4 	 6.1226 	 1 
